observation_date,GDP_19911204,GDP_19911220,GDP_19920129,GDP_19920228,GDP_19920326,GDP_19920428,GDP_19920529,GDP_19920625,GDP_19920730,GDP_19920827,GDP_19920924,GDP_19921027,GDP_19921125,GDP_19921222,GDP_19930128,GDP_19930226,GDP_19930326,GDP_19930429,GDP_19930528,GDP_19930623,GDP_19930729,GDP_19930831,GDP_19930929,GDP_19931028,GDP_19931201,GDP_19931222,GDP_19940128,GDP_19940301,GDP_19940331,GDP_19940428,GDP_19940527,GDP_19940629,GDP_19940729,GDP_19940826,GDP_19940929,GDP_19941028,GDP_19941130,GDP_19941222,GDP_19950127,GDP_19950301,GDP_19950331,GDP_19950428,GDP_19950531,GDP_19950630,GDP_19950728,GDP_19950830,GDP_19950929,GDP_19951027,GDP_19960119,GDP_19960223,GDP_19960402,GDP_19960502,GDP_19960530,GDP_19960628,GDP_19960801,GDP_19960829,GDP_19960927,GDP_19961030,GDP_19961127,GDP_19961220,GDP_19970131,GDP_19970228,GDP_19970328,GDP_19970430,GDP_19970507,GDP_19970530,GDP_19970627,GDP_19970731,GDP_19970828,GDP_19970926,GDP_19971031,GDP_19971126,GDP_19971223,GDP_19980130,GDP_19980227,GDP_19980326,GDP_19980430,GDP_19980528,GDP_19980625,GDP_19980731,GDP_19980827,GDP_19980924,GDP_19981030,GDP_19981124,GDP_19981223,GDP_19990129,GDP_19990226,GDP_19990331,GDP_19990430,GDP_19990527,GDP_19990625,GDP_19990729,GDP_19990826,GDP_19990930,GDP_19991028,GDP_19991029,GDP_19991124,GDP_19991222,GDP_20000128,GDP_20000225,GDP_20000330,GDP_20000427,GDP_20000525,GDP_20000629,GDP_20000728,GDP_20000825,GDP_20000928,GDP_20001027,GDP_20001129,GDP_20001221,GDP_20010131,GDP_20010228,GDP_20010329,GDP_20010427,GDP_20010525,GDP_20010629,GDP_20010727,GDP_20010829,GDP_20010928,GDP_20011031,GDP_20011130,GDP_20011221,GDP_20020130,GDP_20020228,GDP_20020328,GDP_20020426,GDP_20020524,GDP_20020627,GDP_20020731,GDP_20020829,GDP_20020927,GDP_20021031,GDP_20021126,GDP_20021220,GDP_20030130,GDP_20030228,GDP_20030327,GDP_20030425,GDP_20030529,GDP_20030626,GDP_20030731,GDP_20030828,GDP_20030926,GDP_20031030,GDP_20031125,GDP_20031210,GDP_20031223,GDP_20040130,GDP_20040227,GDP_20040325,GDP_20040429,GDP_20040527,GDP_20040625,GDP_20040730,GDP_20040827,GDP_20040929,GDP_20041029,GDP_20041130,GDP_20041222,GDP_20050128,GDP_20050225,GDP_20050330,GDP_20050428,GDP_20050526,GDP_20050729,GDP_20050831,GDP_20050929,GDP_20051028,GDP_20051130,GDP_20051221,GDP_20060127,GDP_20060228,GDP_20060330,GDP_20060428,GDP_20060525,GDP_20060629,GDP_20060728,GDP_20060830,GDP_20060928,GDP_20061027,GDP_20061129,GDP_20061221,GDP_20070131,GDP_20070228,GDP_20070329,GDP_20070427,GDP_20070531,GDP_20070628,GDP_20070727,GDP_20070830,GDP_20070927,GDP_20071031,GDP_20071129,GDP_20071220,GDP_20080130,GDP_20080228,GDP_20080327,GDP_20080430,GDP_20080529,GDP_20080626,GDP_20080731,GDP_20080828,GDP_20080926,GDP_20081030,GDP_20081125,GDP_20081223,GDP_20090130,GDP_20090227,GDP_20090429,GDP_20090529,GDP_20090625,GDP_20090731,GDP_20090827,GDP_20090930,GDP_20091029,GDP_20091124,GDP_20091222,GDP_20100129,GDP_20100226,GDP_20100326,GDP_20100430,GDP_20100625,GDP_20100730,GDP_20100827,GDP_20100930,GDP_20101029,GDP_20101123,GDP_20101222,GDP_20110128,GDP_20110225,GDP_20110325,GDP_20110428,GDP_20110526,GDP_20110624,GDP_20110729,GDP_20110826,GDP_20110929,GDP_20111027,GDP_20111122,GDP_20111222,GDP_20120127,GDP_20120229,GDP_20120329,GDP_20120427,GDP_20120531,GDP_20120628,GDP_20120727,GDP_20120829,GDP_20120927,GDP_20121026,GDP_20121129,GDP_20121220,GDP_20130130,GDP_20130228,GDP_20130328
1995-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7011.8,7024.9,7030.0,7030.0,7196.5,7196.5,7196.5,7196.5,7196.5,7196.5,7204.9,7204.9,7204.9,7204.9,7204.9,7204.9,7204.9,7204.9,7204.9,7204.9,7204.9,7204.9,7204.9,7209.5,7209.5,7209.5,7209.5,7209.5,7209.5,7209.5,7209.5,7209.5,7209.5,7209.5,7209.5,7210.9,7210.9,7210.9,7210.9,7210.9,7210.9,7210.9,7210.9,7210.9,7210.9,7210.9,7210.9,7210.9,7210.9,7210.9,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7342.6,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7337.7,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8,7355.8
1995-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7113.2,7297.2,7298.5,7298.5,7298.5,7298.5,7298.5,7309.8,7309.8,7309.8,7309.8,7309.8,7309.8,7309.8,7309.8,7309.8,7309.8,7309.8,7309.8,7309.8,7301.3,7301.3,7301.3,7301.3,7301.3,7301.3,7301.3,7301.3,7301.3,7301.3,7301.3,7301.3,7304.8,7304.8,7304.8,7304.8,7304.8,7304.8,7304.8,7304.8,7304.8,7304.8,7304.8,7304.8,7304.8,7304.8,7304.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.8,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7432.1,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5,7452.5
1995-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7348.1,7340.4,7340.4,7340.4,7340.4,7350.6,7350.6,7350.6,7350.6,7350.6,7350.6,7350.6,7350.6,7350.6,7350.6,7350.6,7350.6,7350.6,7381.9,7381.9,7381.9,7381.9,7381.9,7381.9,7381.9,7381.9,7381.9,7381.9,7381.9,7381.9,7391.9,7391.9,7391.9,7391.9,7391.9,7391.9,7391.9,7391.9,7391.9,7391.9,7391.9,7391.9,7391.9,7391.9,7391.9,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7529.3,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7522.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5,7542.5
1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7430.7,7421.4,7417.8,7426.8,7426.8,7426.8,7426.8,7426.8,7426.8,7426.8,7426.8,7426.8,7426.8,7426.8,7426.8,7426.8,7467.5,7467.5,7467.5,7467.5,7467.5,7467.5,7467.5,7467.5,7467.5,7467.5,7467.5,7467.5,7495.3,7495.3,7495.3,7495.3,7495.3,7495.3,7495.3,7495.3,7495.3,7495.3,7495.3,7495.3,7495.3,7495.3,7495.3,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7629.6,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7624.1,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2,7638.2
1996-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7538.1,7547.6,7545.1,7545.1,7545.1,7545.1,7545.1,7545.1,7545.1,7545.1,7545.1,7545.1,7545.1,7607.7,7607.7,7607.7,7607.7,7607.7,7607.7,7607.7,7607.7,7607.7,7607.7,7607.7,7607.7,7629.2,7629.2,7629.2,7629.2,7629.2,7629.2,7629.2,7629.2,7629.2,7629.2,7629.2,7629.2,7629.2,7629.2,7629.2,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7782.7,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7776.6,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0,7800.0
1996-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7616.0,7611.8,7616.3,7616.3,7616.3,7616.3,7616.3,7616.3,7616.3,7616.3,7676.0,7676.0,7676.0,7676.0,7676.0,7676.0,7676.0,7676.0,7676.0,7676.0,7676.0,7676.0,7703.4,7703.4,7703.4,7703.4,7703.4,7703.4,7703.4,7703.4,7703.4,7703.4,7703.4,7703.4,7703.4,7703.4,7703.4,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7866.2,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7,7892.7
1996-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7731.7,7715.4,7716.1,7716.1,7716.1,7716.1,7716.1,7792.9,7792.9,7792.9,7792.9,7792.9,7792.9,7792.9,7792.9,7792.9,7792.9,7792.9,7792.9,7818.4,7818.4,7818.4,7818.4,7818.4,7818.4,7818.4,7818.4,7818.4,7818.4,7818.4,7818.4,7818.4,7818.4,7818.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,7981.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8000.4,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0,8023.0
1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7866.0,7866.0,7867.7,7871.0,7933.6,7933.6,7933.6,7933.6,7933.6,7933.6,7933.6,7933.6,7933.6,7933.6,7933.6,7933.6,7955.0,7955.0,7955.0,7955.0,7955.0,7955.0,7955.0,7955.0,7955.0,7955.0,7955.0,7955.0,7955.0,7955.0,7955.0,8125.9,8125.9,8125.9,8125.9,8125.9,8125.9,8125.9,8125.9,8125.9,8125.9,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8124.2,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8113.8,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0,8137.0
1997-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8004.8,8035.2,8034.3,8034.3,8034.3,8034.3,8034.3,8034.3,8034.3,8034.3,8034.3,8034.3,8063.4,8063.4,8063.4,8063.4,8063.4,8063.4,8063.4,8063.4,8063.4,8063.4,8063.4,8063.4,8063.4,8063.4,8063.4,8259.5,8259.5,8259.5,8259.5,8259.5,8259.5,8259.5,8259.5,8259.5,8259.5,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8279.8,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8250.4,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8,8276.8
1997-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8131.7,8128.8,8124.3,8124.3,8124.3,8124.3,8124.3,8124.3,8124.3,8170.8,8170.8,8170.8,8170.8,8170.8,8170.8,8170.8,8170.8,8170.8,8170.8,8170.8,8170.8,8170.8,8170.8,8170.8,8364.5,8364.5,8364.5,8364.5,8364.5,8364.5,8364.5,8364.5,8364.5,8364.5,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8390.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8381.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9,8409.9
1997-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8241.5,8231.8,8227.4,8227.4,8227.4,8227.4,8254.5,8254.5,8254.5,8254.5,8254.5,8254.5,8254.5,8254.5,8254.5,8254.5,8254.5,8254.5,8254.5,8254.5,8254.5,8453.0,8453.0,8453.0,8453.0,8453.0,8453.0,8453.0,8453.0,8453.0,8453.0,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8478.6,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8471.2,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7,8505.7
