Vintage,1996Q3,1996Q3,1996Q3,1996Q3,1996Q4,1996Q4,1996Q4,1996Q4,1997Q1,1997Q1,1997Q1,1997Q1,1997Q2,1997Q2,1997Q2,1997Q2,1997Q3,1997Q3,1997Q3,1997Q3,1997Q4,1997Q4,1997Q4,1997Q4,1998Q1,1998Q1,1998Q1,1998Q1,1998Q2,1998Q2,1998Q2,1998Q2,1998Q3,1998Q3,1998Q3,1998Q3,1998Q4,1998Q4,1998Q4,1998Q4,1999Q1,1999Q1,1999Q1,1999Q1,1999Q2,1999Q2,1999Q2,1999Q2,1999Q3,1999Q3,1999Q3,1999Q3,1999Q4,1999Q4,1999Q4,1999Q4,2000Q1,2000Q1,2000Q1,2000Q1,2000Q2,2000Q2,2000Q2,2000Q2,2000Q3,2000Q3,2000Q3,2000Q3,2000Q4,2000Q4,2000Q4,2000Q4,2001Q1,2001Q1,2001Q1,2001Q1,2001Q2,2001Q2,2001Q2,2001Q2,2001Q3,2001Q3,2001Q3,2001Q3,2001Q4,2001Q4,2001Q4,2001Q4,2002Q1,2002Q1,2002Q1,2002Q1,2002Q2,2002Q2,2002Q2,2002Q2,2002Q3,2002Q3,2002Q3,2002Q3,2002Q4,2002Q4,2002Q4,2002Q4,2003Q1,2003Q1,2003Q1,2003Q1,2003Q2,2003Q2,2003Q2,2003Q2,2003Q3,2003Q3,2003Q3,2003Q3,2003Q4,2003Q4,2003Q4,2003Q4
ForecastHorizon,1996Q4,1997Q1,1997Q2,1997Q3,1997Q1,1997Q2,1997Q3,1997Q4,1997Q2,1997Q3,1997Q4,1998Q1,1997Q3,1997Q4,1998Q1,1998Q2,1997Q4,1998Q1,1998Q2,1998Q3,1998Q1,1998Q2,1998Q3,1998Q4,1998Q2,1998Q3,1998Q4,1999Q1,1998Q3,1998Q4,1999Q1,1999Q2,1998Q4,1999Q1,1999Q2,1999Q3,1999Q1,1999Q2,1999Q3,1999Q4,1999Q2,1999Q3,1999Q4,2000Q1,1999Q3,1999Q4,2000Q1,2000Q2,1999Q4,2000Q1,2000Q2,2000Q3,2000Q1,2000Q2,2000Q3,2000Q4,2000Q2,2000Q3,2000Q4,2001Q1,2000Q3,2000Q4,2001Q1,2001Q2,2000Q4,2001Q1,2001Q2,2001Q3,2001Q1,2001Q2,2001Q3,2001Q4,2001Q2,2001Q3,2001Q4,2002Q1,2001Q3,2001Q4,2002Q1,2002Q2,2001Q4,2002Q1,2002Q2,2002Q3,2002Q1,2002Q2,2002Q3,2002Q4,2002Q2,2002Q3,2002Q4,2003Q1,2002Q3,2002Q4,2003Q1,2003Q2,2002Q4,2003Q1,2003Q2,2003Q3,2003Q1,2003Q2,2003Q3,2003Q4,2003Q2,2003Q3,2003Q4,2004Q1,2003Q3,2003Q4,2004Q1,2004Q2,2003Q4,2004Q1,2004Q2,2004Q3,2004Q1,2004Q2,2004Q3,2004Q4
Data,1.9866,0.73402,1.2194,0.91367,0.73402,1.2194,0.91367,-0.57261,1.2194,0.91367,-0.57261,2.5943,0.91367,-0.57261,2.5943,2.9139,-0.57261,2.5943,2.9139,2.4947,2.5943,2.9139,2.4947,2.4872,2.9139,2.4947,2.4872,1.529,2.4947,2.4872,1.529,2.5124,2.4872,1.529,2.5124,3.1989,1.529,2.5124,3.1989,2.1897,2.5124,3.1989,2.1897,1.6814,3.1989,2.1897,1.6814,0.89691,2.1897,1.6814,0.89691,2.6194,1.6814,0.89691,2.6194,-0.14022,0.89691,2.6194,-0.14022,1.2218,2.6194,-0.14022,1.2218,1.6855,-0.14022,1.2218,1.6855,2.7046,1.2218,1.6855,2.7046,3.7393,1.6855,2.7046,3.7393,3.7428,2.7046,3.7393,3.7428,1.9014,3.7393,3.7428,1.9014,0.40451,3.7428,1.9014,0.40451,1.679,1.9014,0.40451,1.679,1.9527,0.40451,1.679,1.9527,1.8914,1.679,1.9527,1.8914,2.9194,1.9527,1.8914,2.9194,3.7549,1.8914,2.9194,3.7549,0.99673,2.9194,3.7549,0.99673,0.90883,3.7549,0.99673,0.90883,0.60113,0.99673,0.90883,0.60113,1.026
,2.1748,0.74493,1.986,3.216,0.74493,1.986,3.216,2.014,1.986,3.216,2.014,-0.12906,3.216,2.014,-0.12906,2.1051,2.014,-0.12906,2.1051,1.7705,-0.12906,2.1051,1.7705,1.0478,2.1051,1.7705,1.0478,2.1613,1.7705,1.0478,2.1613,1.3697,1.0478,2.1613,1.3697,0.032966,2.1613,1.3697,0.032966,2.9202,1.3697,0.032966,2.9202,0.81807,0.032966,2.9202,0.81807,1.091,2.9202,0.81807,1.091,1.7238,0.81807,1.091,1.7238,0.69154,1.091,1.7238,0.69154,2.5723,1.7238,0.69154,2.5723,2.3595,0.69154,2.5723,2.3595,3.0672,2.5723,2.3595,3.0672,2.7789,2.3595,3.0672,2.7789,4.2955,3.0672,2.7789,4.2955,2.3653,2.7789,4.2955,2.3653,2.6995,4.2955,2.3653,2.6995,1.1351,2.3653,2.6995,1.1351,1.788,2.6995,1.1351,1.788,2.2336,1.1351,1.788,2.2336,1.9446,1.788,2.2336,1.9446,1.2313,2.2336,1.9446,1.2313,2.6153,1.9446,1.2313,2.6153,2.3502,1.2313,2.6153,2.3502,0.55773,2.6153,2.3502,0.55773,1.1543
,2.9747,4.194,1.4277,-0.024289,4.194,1.4277,-0.024289,2.7074,1.4277,-0.024289,2.7074,2.199,-0.024289,2.7074,2.199,0.1016,2.7074,2.199,0.1016,0.74465,2.199,0.1016,0.74465,1.8153,0.1016,0.74465,1.8153,2.6092,0.74465,1.8153,2.6092,4.4153,1.8153,2.6092,4.4153,1.4819,2.6092,4.4153,1.4819,2.5197,4.4153,1.4819,2.5197,0.57743,1.4819,2.5197,0.57743,-0.016751,2.5197,0.57743,-0.016751,0.56382,0.57743,-0.016751,0.56382,1.7603,-0.016751,0.56382,1.7603,1.6799,0.56382,1.7603,1.6799,4.1122,1.7603,1.6799,4.1122,1.3881,1.6799,4.1122,1.3881,3.1188,4.1122,1.3881,3.1188,1.9974,1.3881,3.1188,1.9974,1.6832,3.1188,1.9974,1.6832,1.562,1.9974,1.6832,1.562,2.5368,1.6832,1.562,2.5368,2.6071,1.562,2.5368,2.6071,2.5792,2.5368,2.6071,2.5792,2.956,2.6071,2.5792,2.956,3.044,2.5792,2.956,3.044,3.9129,2.956,3.044,3.9129,2.2491,3.044,3.9129,2.2491,0.80601,3.9129,2.2491,0.80601,0.71624
,2.9522,4.1774,-0.60737,0.82483,4.1774,-0.60737,0.82483,4.1803,-0.60737,0.82483,4.1803,1.0038,0.82483,4.1803,1.0038,1.4739,4.1803,1.0038,1.4739,1.8868,1.0038,1.4739,1.8868,0.77406,1.4739,1.8868,0.77406,2.3634,1.8868,0.77406,2.3634,0.83999,0.77406,2.3634,0.83999,4.0441,2.3634,0.83999,4.0441,2.2171,0.83999,4.0441,2.2171,5.3499,4.0441,2.2171,5.3499,2.921,2.2171,5.3499,2.921,2.2941,5.3499,2.921,2.2941,3.1143,2.921,2.2941,3.1143,2.7627,2.2941,3.1143,2.7627,2.218,3.1143,2.7627,2.218,1.1281,2.7627,2.218,1.1281,2.6266,2.218,1.1281,2.6266,2.5805,1.1281,2.6266,2.5805,1.5855,2.6266,2.5805,1.5855,0.48659,2.5805,1.5855,0.48659,1.7126,1.5855,0.48659,1.7126,0.60062,0.48659,1.7126,0.60062,2.6223,1.7126,0.60062,2.6223,-0.37643,0.60062,2.6223,-0.37643,0.23931,2.6223,-0.37643,0.23931,0.72334,-0.37643,0.23931,0.72334,2.3722,0.23931,0.72334,2.3722,0.96469,0.72334,2.3722,0.96469,0.84864
,3.6711,2.3998,0.26661,4.1477,2.3998,0.26661,4.1477,1.7681,0.26661,4.1477,1.7681,2.6133,4.1477,1.7681,2.6133,3.1249,1.7681,2.6133,3.1249,1.5846,2.6133,3.1249,1.5846,2.7821,3.1249,1.5846,2.7821,-0.58881,1.5846,2.7821,-0.58881,-0.054386,2.7821,-0.58881,-0.054386,1.85,-0.58881,-0.054386,1.85,2.446,-0.054386,1.85,2.446,1.9453,1.85,2.446,1.9453,1.0666,2.446,1.9453,1.0666,2.96,1.9453,1.0666,2.96,2.5737,1.0666,2.96,2.5737,2.9072,2.96,2.5737,2.9072,1.4286,2.5737,2.9072,1.4286,2.4038,2.9072,1.4286,2.4038,0.97649,1.4286,2.4038,0.97649,1.2373,2.4038,0.97649,1.2373,0.36508,0.97649,1.2373,0.36508,2.6966,1.2373,0.36508,2.6966,2.4792,0.36508,2.6966,2.4792,2.7776,2.6966,2.4792,2.7776,1.4031,2.4792,2.7776,1.4031,1.4764,2.7776,1.4031,1.4764,2.7526,1.4031,1.4764,2.7526,2.634,1.4764,2.7526,2.634,2.5876,2.7526,2.634,2.5876,1.33,2.634,2.5876,1.33,3.9976
,2.7672,2.1991,1.6298,4.0118,2.1991,1.6298,4.0118,2.88,1.6298,4.0118,2.88,1.5209,4.0118,2.88,1.5209,1.7884,2.88,1.5209,1.7884,-0.85007,1.5209,1.7884,-0.85007,1.7395,1.7884,-0.85007,1.7395,2.6716,-0.85007,1.7395,2.6716,2.9372,1.7395,2.6716,2.9372,1.933,2.6716,2.9372,1.933,1.7884,2.9372,1.933,1.7884,1.7316,1.933,1.7884,1.7316,2.7076,1.7884,1.7316,2.7076,1.8481,1.7316,2.7076,1.8481,3.1228,2.7076,1.8481,3.1228,3.0694,1.8481,3.1228,3.0694,3.6259,3.1228,3.0694,3.6259,1.2654,3.0694,3.6259,1.2654,3.4863,3.6259,1.2654,3.4863,2.333,1.2654,3.4863,2.333,2.7393,3.4863,2.333,2.7393,2.8902,2.333,2.7393,2.8902,3.5934,2.7393,2.8902,3.5934,3.715,2.8902,3.5934,3.715,1.908,3.5934,3.715,1.908,2.4262,3.715,1.908,2.4262,1.645,1.908,2.4262,1.645,2.1027,2.4262,1.645,2.1027,1.9835,1.645,2.1027,1.9835,-0.6144,2.1027,1.9835,-0.6144,2.1103
,3.0924,4.4876,4.2488,1.4524,4.4876,4.2488,1.4524,1.4347,4.2488,1.4524,1.4347,1.8306,1.4524,1.4347,1.8306,0.82192,1.4347,1.8306,0.82192,3.652,1.8306,0.82192,3.652,1.6836,0.82192,3.652,1.6836,4.2598,3.652,1.6836,4.2598,1.7085,1.6836,4.2598,1.7085,3.0835,4.2598,1.7085,3.0835,2.2478,1.7085,3.0835,2.2478,0.26192,3.0835,2.2478,0.26192,3.5362,2.2478,0.26192,3.5362,3.9137,0.26192,3.5362,3.9137,1.1995,3.5362,3.9137,1.1995,3.7336,3.9137,1.1995,3.7336,4.1286,1.1995,3.7336,4.1286,3.0061,3.7336,4.1286,3.0061,2.2345,4.1286,3.0061,2.2345,2.5413,3.0061,2.2345,2.5413,0.36223,2.2345,2.5413,0.36223,2.6421,2.5413,0.36223,2.6421,0.46825,0.36223,2.6421,0.46825,1.2302,2.6421,0.46825,1.2302,4.615,0.46825,1.2302,4.615,1.9882,1.2302,4.615,1.9882,2.6431,4.615,1.9882,2.6431,2.5267,1.9882,2.6431,2.5267,2.6227,2.6431,2.5267,2.6227,1.9107,2.5267,2.6227,1.9107,0.33192
,1.4366,0.10455,2.2978,2.3994,0.10455,2.2978,2.3994,3.2784,2.2978,2.3994,3.2784,2.8261,2.3994,3.2784,2.8261,2.0784,3.2784,2.8261,2.0784,2.2015,2.8261,2.0784,2.2015,4.5922,2.0784,2.2015,4.5922,2.5375,2.2015,4.5922,2.5375,1.0812,4.5922,2.5375,1.0812,3.8189,2.5375,1.0812,3.8189,3.29,1.0812,3.8189,3.29,2.775,3.8189,3.29,2.775,2.0851,3.29,2.775,2.0851,1.4715,2.775,2.0851,1.4715,2.1808,2.0851,1.4715,2.1808,1.8722,1.4715,2.1808,1.8722,2.7933,2.1808,1.8722,2.7933,3.5384,1.8722,2.7933,3.5384,1.7732,2.7933,3.5384,1.7732,2.6328,3.5384,1.7732,2.6328,-0.83846,1.7732,2.6328,-0.83846,4.0856,2.6328,-0.83846,4.0856,2.028,-0.83846,4.0856,2.028,0.72297,4.0856,2.028,0.72297,1.7666,2.028,0.72297,1.7666,3.2665,0.72297,1.7666,3.2665,-0.081098,1.7666,3.2665,-0.081098,3.757,3.2665,-0.081098,3.757,0.71784,-0.081098,3.757,0.71784,2.7434,3.757,0.71784,2.7434,2.1504
,1.775,3.1664,1.7821,2.8117,3.1664,1.7821,2.8117,3.3006,1.7821,2.8117,3.3006,2.5542,2.8117,3.3006,2.5542,1.2037,3.3006,2.5542,1.2037,2.2671,2.5542,1.2037,2.2671,0.18906,1.2037,2.2671,0.18906,0.59123,2.2671,0.18906,0.59123,3.1609,0.18906,0.59123,3.1609,1.386,0.59123,3.1609,1.386,2.0415,3.1609,1.386,2.0415,2.1747,1.386,2.0415,2.1747,4.3773,2.0415,2.1747,4.3773,2.5934,2.1747,4.3773,2.5934,2.7561,4.3773,2.5934,2.7561,1.5004,2.5934,2.7561,1.5004,-0.28881,2.7561,1.5004,-0.28881,2.3063,1.5004,-0.28881,2.3063,2.0836,-0.28881,2.3063,2.0836,0.28677,2.3063,2.0836,0.28677,2.9663,2.0836,0.28677,2.9663,3.0796,0.28677,2.9663,3.0796,2.4366,2.9663,3.0796,2.4366,2.7284,3.0796,2.4366,2.7284,0.31322,2.4366,2.7284,0.31322,2.597,2.7284,0.31322,2.597,2.8786,0.31322,2.597,2.8786,1.8744,2.597,2.8786,1.8744,2.7867,2.8786,1.8744,2.7867,2.7436,1.8744,2.7867,2.7436,3.0303
