observation_date,GDPCTPI_19960119,GDPCTPI_19960223,GDPCTPI_19960502,GDPCTPI_19960801,GDPCTPI_19961030,GDPCTPI_19961220,GDPCTPI_19970131,GDPCTPI_19970228,GDPCTPI_19970328,GDPCTPI_19970430,GDPCTPI_19970530,GDPCTPI_19970627,GDPCTPI_19970731,GDPCTPI_19970828,GDPCTPI_19970926,GDPCTPI_19971031,GDPCTPI_19971126,GDPCTPI_19971223,GDPCTPI_19980130,GDPCTPI_19980227,GDPCTPI_19980326,GDPCTPI_19980430,GDPCTPI_19980528,GDPCTPI_19980625,GDPCTPI_19980731,GDPCTPI_19980827,GDPCTPI_19980924,GDPCTPI_19981030,GDPCTPI_19981124,GDPCTPI_19981223,GDPCTPI_19990129,GDPCTPI_19990226,GDPCTPI_19990331,GDPCTPI_19990430,GDPCTPI_19990527,GDPCTPI_19990625,GDPCTPI_19990729,GDPCTPI_19990826,GDPCTPI_19990930,GDPCTPI_19991028,GDPCTPI_19991030,GDPCTPI_19991124,GDPCTPI_19991222,GDPCTPI_20000128,GDPCTPI_20000225,GDPCTPI_20000330,GDPCTPI_20000403,GDPCTPI_20000427,GDPCTPI_20000629,GDPCTPI_20000728,GDPCTPI_20000825,GDPCTPI_20000928,GDPCTPI_20001027,GDPCTPI_20001129,GDPCTPI_20001221,GDPCTPI_20010131,GDPCTPI_20010228,GDPCTPI_20010329,GDPCTPI_20010427,GDPCTPI_20010525,GDPCTPI_20010727,GDPCTPI_20010829,GDPCTPI_20010928,GDPCTPI_20011031,GDPCTPI_20011221,GDPCTPI_20020130,GDPCTPI_20020228,GDPCTPI_20020328,GDPCTPI_20020426,GDPCTPI_20020524,GDPCTPI_20020627,GDPCTPI_20020731,GDPCTPI_20020829,GDPCTPI_20020927,GDPCTPI_20021031,GDPCTPI_20021126,GDPCTPI_20021220,GDPCTPI_20030130,GDPCTPI_20030228,GDPCTPI_20030327,GDPCTPI_20030425,GDPCTPI_20030529,GDPCTPI_20030626,GDPCTPI_20030731,GDPCTPI_20030828,GDPCTPI_20030926,GDPCTPI_20031030,GDPCTPI_20031125,GDPCTPI_20031210,GDPCTPI_20031223,GDPCTPI_20040130,GDPCTPI_20040227,GDPCTPI_20040325,GDPCTPI_20040429,GDPCTPI_20040527,GDPCTPI_20040625,GDPCTPI_20040730,GDPCTPI_20040827,GDPCTPI_20041029,GDPCTPI_20041130,GDPCTPI_20041222,GDPCTPI_20050128,GDPCTPI_20050225,GDPCTPI_20050330,GDPCTPI_20050428,GDPCTPI_20050526,GDPCTPI_20050629,GDPCTPI_20050729,GDPCTPI_20050831,GDPCTPI_20050929,GDPCTPI_20051028,GDPCTPI_20051130,GDPCTPI_20051221,GDPCTPI_20060127,GDPCTPI_20060228,GDPCTPI_20060330,GDPCTPI_20060428,GDPCTPI_20060525,GDPCTPI_20060629,GDPCTPI_20060728,GDPCTPI_20060830,GDPCTPI_20060928,GDPCTPI_20061027,GDPCTPI_20061129,GDPCTPI_20061221,GDPCTPI_20070131,GDPCTPI_20070228,GDPCTPI_20070329,GDPCTPI_20070427,GDPCTPI_20070531,GDPCTPI_20070628,GDPCTPI_20070727,GDPCTPI_20070830,GDPCTPI_20070927,GDPCTPI_20071031,GDPCTPI_20071129,GDPCTPI_20071220,GDPCTPI_20080130,GDPCTPI_20080228,GDPCTPI_20080327,GDPCTPI_20080430,GDPCTPI_20080529,GDPCTPI_20080626,GDPCTPI_20080731,GDPCTPI_20080828,GDPCTPI_20080926,GDPCTPI_20081030,GDPCTPI_20081125,GDPCTPI_20081223,GDPCTPI_20090130,GDPCTPI_20090227,GDPCTPI_20090326,GDPCTPI_20090429,GDPCTPI_20090529,GDPCTPI_20090625,GDPCTPI_20090731,GDPCTPI_20090827,GDPCTPI_20090930,GDPCTPI_20091029,GDPCTPI_20091124,GDPCTPI_20091222,GDPCTPI_20100129,GDPCTPI_20100226,GDPCTPI_20100326,GDPCTPI_20100430,GDPCTPI_20100527,GDPCTPI_20100625,GDPCTPI_20100730,GDPCTPI_20100827,GDPCTPI_20100930,GDPCTPI_20101029,GDPCTPI_20101123,GDPCTPI_20101222,GDPCTPI_20110128,GDPCTPI_20110225,GDPCTPI_20110325,GDPCTPI_20110428,GDPCTPI_20110526,GDPCTPI_20110624,GDPCTPI_20110729,GDPCTPI_20110826,GDPCTPI_20110929,GDPCTPI_20111027,GDPCTPI_20111122,GDPCTPI_20111222,GDPCTPI_20120127,GDPCTPI_20120229,GDPCTPI_20120329,GDPCTPI_20120427,GDPCTPI_20120531,GDPCTPI_20120628,GDPCTPI_20120727,GDPCTPI_20120829,GDPCTPI_20120927,GDPCTPI_20121026,GDPCTPI_20121129,GDPCTPI_20121220,GDPCTPI_20130130,GDPCTPI_20130228,GDPCTPI_20130328,GDPCTPI_20130426,GDPCTPI_20130530,GDPCTPI_20130626,GDPCTPI_20130731,GDPCTPI_20130829,GDPCTPI_20130926,GDPCTPI_20131107,GDPCTPI_20131205,GDPCTPI_20131220,GDPCTPI_20140130,GDPCTPI_20140228,GDPCTPI_20140327,GDPCTPI_20140430,GDPCTPI_20140529,GDPCTPI_20140625
01.01.1947,,,,,,,,,,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,,,,,,,,,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.92,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,15.115,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,13.411,12.607,12.607,12.607,12.607,12.607,12.607,12.607,12.607,12.607,12.607,12.607,12.607
01.04.1947,,,,,,,,,,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,,,,,,,,,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,15.335,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.595,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,13.607,12.779,12.779,12.779,12.779,12.779,12.779,12.779,12.779,12.779,12.779,12.779,12.779
01.07.1947,,,,,,,,,,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,,,,,,,,,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,16.44,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.823,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,12.979,12.979,12.979,12.979,12.979,12.979,12.979,12.979,12.979,12.979,12.979,12.979
01.10.1947,,,,,,,,,,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,,,,,,,,,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,16.78,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,15.912,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.106,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,14.118,13.246,13.246,13.246,13.246,13.246,13.246,13.246,13.246,13.246,13.246,13.246,13.246
01.01.1948,,,,,,,,,,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,17.75,,,,,,,,,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,16.093,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,14.276,13.395,13.395,13.395,13.395,13.395,13.395,13.395,13.395,13.395,13.395,13.395,13.395
01.04.1948,,,,,,,,,,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,17.97,,,,,,,,,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,16.276,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.422,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,14.434,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552
01.07.1948,,,,,,,,,,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,,,,,,,,,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,16.563,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.679,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,13.788,13.788,13.788,13.788,13.788,13.788,13.788,13.788,13.788,13.788,13.788,13.788
01.10.1948,,,,,,,,,,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,,,,,,,,,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.676,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,14.688,13.783,13.783,13.783,13.783,13.783,13.783,13.783,13.783,13.783,13.783,13.783,13.783
01.01.1949,,,,,,,,,,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,,,,,,,,,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,16.514,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.634,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,14.647,13.738,13.738,13.738,13.738,13.738,13.738,13.738,13.738,13.738,13.738,13.738,13.738
01.04.1949,,,,,,,,,,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,18.13,,,,,,,,,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,17.31,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,16.405,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.541,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,14.553,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652,13.652
01.07.1949,,,,,,,,,,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,17.99,,,,,,,,,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,16.267,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.419,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,14.431,13.547,13.547,13.547,13.547,13.547,13.547,13.547,13.547,13.547,13.547,13.547,13.547
01.10.1949,,,,,,,,,,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,,,,,,,,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,17.17,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,16.272,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.416,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,14.428,13.551,13.551,13.551,13.551,13.551,13.551,13.551,13.551,13.551,13.551,13.551,13.551
01.01.1950,,,,,,,,,,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,17.94,,,,,,,,,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,16.206,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.362,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,14.374,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506,13.506
01.04.1950,,,,,,,,,,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,,,,,,,,,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,16.279,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.421,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,14.433,13.564,13.564,13.564,13.564,13.564,13.564,13.564,13.564,13.564,13.564,13.564,13.564
