observation_date,GDPCTPI_19960119,GDPCTPI_19960223,GDPCTPI_19960502,GDPCTPI_19960801,GDPCTPI_19961030,GDPCTPI_19961220,GDPCTPI_19970131,GDPCTPI_19970228,GDPCTPI_19970328,GDPCTPI_19970430,GDPCTPI_19970530,GDPCTPI_19970627,GDPCTPI_19970731,GDPCTPI_19970828,GDPCTPI_19970926,GDPCTPI_19971031,GDPCTPI_19971126,GDPCTPI_19971223,GDPCTPI_19980130,GDPCTPI_19980227,GDPCTPI_19980326,GDPCTPI_19980430,GDPCTPI_19980528,GDPCTPI_19980625,GDPCTPI_19980731,GDPCTPI_19980827,GDPCTPI_19980924,GDPCTPI_19981030,GDPCTPI_19981124,GDPCTPI_19981223,GDPCTPI_19990129,GDPCTPI_19990226,GDPCTPI_19990331,GDPCTPI_19990430,GDPCTPI_19990527,GDPCTPI_19990625,GDPCTPI_19990729,GDPCTPI_19990826,GDPCTPI_19990930,GDPCTPI_19991028,GDPCTPI_19991030,GDPCTPI_19991124,GDPCTPI_19991222,GDPCTPI_20000128,GDPCTPI_20000225,GDPCTPI_20000330,GDPCTPI_20000403,GDPCTPI_20000427,GDPCTPI_20000629,GDPCTPI_20000728,GDPCTPI_20000825,GDPCTPI_20000928,GDPCTPI_20001027,GDPCTPI_20001129,GDPCTPI_20001221,GDPCTPI_20010131,GDPCTPI_20010228,GDPCTPI_20010329,GDPCTPI_20010427,GDPCTPI_20010525,GDPCTPI_20010727,GDPCTPI_20010829,GDPCTPI_20010928,GDPCTPI_20011031,GDPCTPI_20011221,GDPCTPI_20020130,GDPCTPI_20020228,GDPCTPI_20020328,GDPCTPI_20020426,GDPCTPI_20020524,GDPCTPI_20020627,GDPCTPI_20020731,GDPCTPI_20020829,GDPCTPI_20020927,GDPCTPI_20021031,GDPCTPI_20021126,GDPCTPI_20021220,GDPCTPI_20030130,GDPCTPI_20030228,GDPCTPI_20030327,GDPCTPI_20030425,GDPCTPI_20030529,GDPCTPI_20030626,GDPCTPI_20030731,GDPCTPI_20030828,GDPCTPI_20030926,GDPCTPI_20031030,GDPCTPI_20031125,GDPCTPI_20031210,GDPCTPI_20031223,GDPCTPI_20040130,GDPCTPI_20040227,GDPCTPI_20040325,GDPCTPI_20040429,GDPCTPI_20040527,GDPCTPI_20040625,GDPCTPI_20040730,GDPCTPI_20040827,GDPCTPI_20041029,GDPCTPI_20041130,GDPCTPI_20041222,GDPCTPI_20050128,GDPCTPI_20050225,GDPCTPI_20050330,GDPCTPI_20050428,GDPCTPI_20050526,GDPCTPI_20050629,GDPCTPI_20050729,GDPCTPI_20050831,GDPCTPI_20050929,GDPCTPI_20051028,GDPCTPI_20051130,GDPCTPI_20051221,GDPCTPI_20060127,GDPCTPI_20060228,GDPCTPI_20060330,GDPCTPI_20060428,GDPCTPI_20060525,GDPCTPI_20060629,GDPCTPI_20060728,GDPCTPI_20060830,GDPCTPI_20060928,GDPCTPI_20061027,GDPCTPI_20061129,GDPCTPI_20061221,GDPCTPI_20070131,GDPCTPI_20070228,GDPCTPI_20070329,GDPCTPI_20070427,GDPCTPI_20070531,GDPCTPI_20070628,GDPCTPI_20070727,GDPCTPI_20070830,GDPCTPI_20070927,GDPCTPI_20071031,GDPCTPI_20071129,GDPCTPI_20071220,GDPCTPI_20080130,GDPCTPI_20080228,GDPCTPI_20080327,GDPCTPI_20080430,GDPCTPI_20080529,GDPCTPI_20080626,GDPCTPI_20080731,GDPCTPI_20080828,GDPCTPI_20080926,GDPCTPI_20081030,GDPCTPI_20081125,GDPCTPI_20081223,GDPCTPI_20090130,GDPCTPI_20090227,GDPCTPI_20090326,GDPCTPI_20090429,GDPCTPI_20090529,GDPCTPI_20090625,GDPCTPI_20090731,GDPCTPI_20090827,GDPCTPI_20090930,GDPCTPI_20091029,GDPCTPI_20091124,GDPCTPI_20091222,GDPCTPI_20100129,GDPCTPI_20100226,GDPCTPI_20100326,GDPCTPI_20100430,GDPCTPI_20100527,GDPCTPI_20100625,GDPCTPI_20100730,GDPCTPI_20100827,GDPCTPI_20100930,GDPCTPI_20101029,GDPCTPI_20101123,GDPCTPI_20101222,GDPCTPI_20110128,GDPCTPI_20110225,GDPCTPI_20110325,GDPCTPI_20110428,GDPCTPI_20110526,GDPCTPI_20110624,GDPCTPI_20110729,GDPCTPI_20110826,GDPCTPI_20110929,GDPCTPI_20111027,GDPCTPI_20111122,GDPCTPI_20111222,GDPCTPI_20120127,GDPCTPI_20120229,GDPCTPI_20120329,GDPCTPI_20120427,GDPCTPI_20120531,GDPCTPI_20120628,GDPCTPI_20120727,GDPCTPI_20120829,GDPCTPI_20120927,GDPCTPI_20121026,GDPCTPI_20121129,GDPCTPI_20121220,GDPCTPI_20130130,GDPCTPI_20130228,GDPCTPI_20130328,GDPCTPI_20130426,GDPCTPI_20130530,GDPCTPI_20130626,GDPCTPI_20130731,GDPCTPI_20130829,GDPCTPI_20130926,GDPCTPI_20131107,GDPCTPI_20131205,GDPCTPI_20131220,GDPCTPI_20140130,GDPCTPI_20140228,GDPCTPI_20140327,GDPCTPI_20140430,GDPCTPI_20140529,GDPCTPI_20140625
01.07.1957,,,,,,,,,,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,,,,,,,,,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,20.124,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.809,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,17.824,16.733,16.733,16.733,16.733,16.733,16.733,16.733,16.733,16.733,16.733,16.733,16.733
01.10.1957,,,,,,,,,,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,,,,,,,,,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,20.23,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.904,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,16.829,16.829,16.829,16.829,16.829,16.829,16.829,16.829,16.829,16.829,16.829,16.829
01.01.1958,,,,,,,,,,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,,,,,,,,,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,20.407,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.056,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,18.071,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97
01.04.1958,,,,,,,,,,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,,,,,,,,,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,20.497,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.134,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,18.149,17.042,17.042,17.042,17.042,17.042,17.042,17.042,17.042,17.042,17.042,17.042,17.042
01.07.1958,,,,,,,,,,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77,,,,,,,,,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,20.554,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.179,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,18.194,17.083,17.083,17.083,17.083,17.083,17.083,17.083,17.083,17.083,17.083,17.083,17.083
01.10.1958,,,,,,,,,,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,,,,,,,,,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,20.588,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.199,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,18.214,17.104,17.104,17.104,17.104,17.104,17.104,17.104,17.104,17.104,17.104,17.104,17.104
01.01.1959,,,,,,,,,,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,22.86,,21.97,21.97,21.97,21.97,21.97,21.97,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,21.79,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.267,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,18.283,17.189,17.189,17.189,17.189,17.189,17.189,17.189,17.189,17.189,17.189,17.189,17.189
01.04.1959,,,,,,,,,,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,,22.02,22.02,22.02,22.02,22.02,22.02,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,21.84,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,20.711,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.309,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,17.236,17.236,17.236,17.236,17.236,17.236,17.236,17.236,17.236,17.236,17.236,17.236
01.07.1959,23,23,23,23.042,23.042,23.042,23.042,23.042,23.042,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961,,22.08,22.08,22.08,22.08,22.08,22.08,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.369,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,18.385,17.308,17.308,17.308,17.308,17.308,17.308,17.308,17.308,17.308,17.308,17.308,17.308
01.10.1959,23.1,23.1,23.1,23.126,23.126,23.126,23.126,23.126,23.126,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,23.046,,22.17,22.17,22.17,22.17,22.17,22.17,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,20.853,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.446,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,18.461,17.375,17.375,17.375,17.375,17.375,17.375,17.375,17.375,17.375,17.375,17.375,17.375
01.01.1960,23.2,23.2,23.2,23.173,23.173,23.173,23.173,23.173,23.173,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,23.095,,22.22,22.22,22.22,22.22,22.22,22.22,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,22.04,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,20.903,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.483,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,18.499,17.409,17.409,17.409,17.409,17.409,17.409,17.409,17.409,17.409,17.409,17.409,17.409
01.04.1960,23.3,23.3,23.3,23.29,23.29,23.29,23.29,23.29,23.29,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,,22.32,22.32,22.32,22.32,22.32,22.32,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,22.14,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,20.995,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.561,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,18.577,17.473,17.473,17.473,17.473,17.473,17.473,17.473,17.473,17.473,17.473,17.473,17.473
01.07.1960,23.4,23.4,23.4,23.403,23.403,23.403,23.403,23.403,23.403,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323,,22.42,22.42,22.42,22.42,22.42,22.42,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,21.093,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.646,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,18.662,17.551,17.551,17.551,17.551,17.551,17.551,17.551,17.551,17.551,17.551,17.551,17.551
